MAL-00001 | Fullmetal Alchemist: Brotherhood | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-00308 | One Punch Man Season 3 | Type: ONA | Score: 8.08 | Genre: Adventure
MAL-00309 | My Hero Academia Season 3 | Type: Special | Score: 8.09 | Genre: Sports
MAL-00310 | Black Clover Season 3 | Type: TV | Score: 8.1 | Genre: Action
MAL-00311 | Sword Art Online Season 3 | Type: Movie | Score: 8.11 | Genre: Comedy
MAL-00312 | Tokyo Ghoul Season 3 | Type: OVA | Score: 8.12 | Genre: Drama
MAL-00313 | Your Name. Season 3 | Type: ONA | Score: 8.13 | Genre: Fantasy
MAL-00314 | Spirited Away Season 3 | Type: Special | Score: 8.14 | Genre: Sci-Fi
MAL-00315 | A Silent Voice Season 3 | Type: TV | Score: 8.15 | Genre: Slice of Life
MAL-00316 | Princess Mononoke Season 3 | Type: Movie | Score: 8.16 | Genre: Romance
MAL-00317 | Howl's Moving Castle Season 3 | Type: OVA | Score: 8.17 | Genre: Suspense
MAL-00318 | Violet Evergarden Season 3 | Type: ONA | Score: 8.18 | Genre: Adventure
MAL-00319 | Kaguya-sama: Love is War Season 3 | Type: Special | Score: 8.19 | Genre: Sports
MAL-00320 | Clannad: After Story Season 3 | Type: TV | Score: 8.2 | Genre: Action
MAL-00321 | Toradora! Season 3 | Type: Movie | Score: 8.21 | Genre: Comedy
MAL-00322 | Anohana: The Flower We Saw That Day Season 3 | Type: OVA | Score: 8.22 | Genre: Drama
MAL-00323 | Your Lie in April Season 3 | Type: ONA | Score: 8.23 | Genre: Fantasy
MAL-00324 | Haikyu!! Season 3 | Type: Special | Score: 8.24 | Genre: Sci-Fi
MAL-00325 | Kuroko's Basketball Season 3 | Type: TV | Score: 8.25 | Genre: Slice of Life
MAL-00326 | Slam Dunk Season 3 | Type: Movie | Score: 8.26 | Genre: Romance
MAL-00327 | Blue Lock Season 3 | Type: OVA | Score: 8.27 | Genre: Suspense
MAL-00328 | Ao Ashi Season 3 | Type: ONA | Score: 8.28 | Genre: Adventure
MAL-00329 | Chihayafuru Season 3 | Type: Special | Score: 8.29 | Genre: Sports
MAL-00330 | Legend of the Galactic Heroes Season 3 | Type: TV | Score: 8.3 | Genre: Action
MAL-00331 | Pluto Season 3 | Type: Movie | Score: 8.31 | Genre: Comedy
MAL-00332 | Monster Season 3 | Type: OVA | Score: 8.32 | Genre: Drama
MAL-00333 | Berserk Season 3 | Type: ONA | Score: 8.33 | Genre: Fantasy
MAL-00334 | Claymore Season 3 | Type: Special | Score: 8.34 | Genre: Sci-Fi
MAL-00335 | D.Gray-man Season 3 | Type: TV | Score: 8.35 | Genre: Slice of Life
MAL-00336 | Soul Eater Season 3 | Type: Movie | Score: 8.36 | Genre: Romance
MAL-00337 | Fairy Tail Season 3 | Type: OVA | Score: 8.37 | Genre: Suspense
MAL-00338 | The Seven Deadly Sins Season 3 | Type: ONA | Score: 8.38 | Genre: Adventure
MAL-00339 | Overlord Season 3 | Type: Special | Score: 8.39 | Genre: Sports
MAL-00340 | That Time I Got Reincarnated as a Slime Season 3 | Type: TV | Score: 8.4 | Genre: Action
MAL-00341 | Mushoku Tensei: Jobless Reincarnation Season 3 | Type: Movie | Score: 8.41 | Genre: Comedy
MAL-00342 | Reincarnated as a Sword Season 3 | Type: OVA | Score: 8.42 | Genre: Drama
MAL-00343 | The Eminence in Shadow Season 3 | Type: ONA | Score: 8.43 | Genre: Fantasy
MAL-00344 | Log Horizon Season 3 | Type: Special | Score: 8.44 | Genre: Sci-Fi
MAL-00345 | No Game No Life Season 3 | Type: TV | Score: 8.45 | Genre: Slice of Life
MAL-00346 | Konosuba: God's Blessing on this Wonderful World! Season 3 | Type: Movie | Score: 8.46 | Genre: Romance
MAL-00347 | Re:CREATORS Season 3 | Type: OVA | Score: 8.47 | Genre: Suspense
MAL-00348 | Fate/Zero Season 3 | Type: ONA | Score: 8.48 | Genre: Adventure
MAL-00349 | Fate/stay night: Unlimited Blade Works Season 3 | Type: Special | Score: 8.49 | Genre: Sports
MAL-00350 | Heaven's Feel Season 3 | Type: TV | Score: 8.5 | Genre: Action
MAL-00351 | Kara no Kyoukai Season 3 | Type: Movie | Score: 8.51 | Genre: Comedy
MAL-00352 | Psycho-Pass Season 3 | Type: OVA | Score: 8.52 | Genre: Drama
MAL-00353 | Ghost in the Shell: Stand Alone Complex Season 3 | Type: ONA | Score: 8.53 | Genre: Fantasy
MAL-00354 | Akira Season 3 | Type: Special | Score: 8.54 | Genre: Sci-Fi
MAL-00355 | Steins;Gate 0 Season 3 | Type: TV | Score: 8.55 | Genre: Slice of Life
MAL-00356 | Erased Season 3 | Type: Movie | Score: 8.56 | Genre: Romance
MAL-00357 | The Promised Neverland Season 3 | Type: OVA | Score: 8.57 | Genre: Suspense
MAL-00358 | Made in Abyss Season 3 | Type: ONA | Score: 8.58 | Genre: Adventure
MAL-00359 | Land of the Lustrous Season 3 | Type: Special | Score: 8.59 | Genre: Sports
MAL-00360 | Girls' Last Tour Season 3 | Type: TV | Score: 8.6 | Genre: Action
MAL-00361 | Nichijou - My Ordinary Life Season 3 | Type: Movie | Score: 8.61 | Genre: Comedy
MAL-00362 | Daily Lives of High School Boys Season 3 | Type: OVA | Score: 8.62 | Genre: Drama
MAL-00363 | Grand Blue Dreaming Season 3 | Type: ONA | Score: 8.63 | Genre: Fantasy
MAL-00364 | Gekkan Shoujo Nozaki-kun Season 3 | Type: Special | Score: 8.64 | Genre: Sci-Fi
MAL-00365 | K-On! Season 3 | Type: TV | Score: 8.65 | Genre: Slice of Life
MAL-00366 | Bocchi the Rock! Season 3 | Type: Movie | Score: 8.66 | Genre: Romance
MAL-00367 | Love Live! School Idol Project Season 3 | Type: OVA | Score: 8.67 | Genre: Suspense
MAL-00368 | The Melancholy of Haruhi Suzumiya Season 3 | Type: ONA | Score: 8.68 | Genre: Adventure
MAL-00369 | Lucky Star Season 3 | Type: Special | Score: 8.69 | Genre: Sports
MAL-00370 | Azumanga Daioh Season 3 | Type: TV | Score: 8.7 | Genre: Action
MAL-00371 | Tanaka-kun is Always Listless Season 3 | Type: Movie | Score: 8.71 | Genre: Comedy
MAL-00372 | School Babysitters Season 3 | Type: OVA | Score: 8.72 | Genre: Drama
MAL-00373 | Barakamon Season 3 | Type: ONA | Score: 8.73 | Genre: Fantasy
MAL-00374 | Silver Spoon Season 3 | Type: Special | Score: 8.74 | Genre: Sci-Fi
MAL-00375 | March Comes in Like a Lion Season 3 | Type: TV | Score: 8.75 | Genre: Slice of Life
MAL-00376 | Honey and Clover Season 3 | Type: Movie | Score: 8.76 | Genre: Romance
MAL-00377 | Natsume's Book of Friends Season 3 | Type: OVA | Score: 8.77 | Genre: Suspense
MAL-00378 | Mushishi Season 3 | Type: ONA | Score: 8.78 | Genre: Adventure
MAL-00379 | Kino's Journey Season 3 | Type: Special | Score: 8.79 | Genre: Sports
MAL-00380 | Spice and Wolf Season 3 | Type: TV | Score: 8.8 | Genre: Action
MAL-00381 | The Tatami Galaxy Season 3 | Type: Movie | Score: 8.81 | Genre: Comedy
MAL-00382 | Ping Pong the Animation Season 3 | Type: OVA | Score: 8.82 | Genre: Drama
MAL-00383 | Odd Taxi Season 3 | Type: ONA | Score: 8.83 | Genre: Fantasy
MAL-00384 | Cyberpunk: Edgerunners Season 3 | Type: Special | Score: 8.84 | Genre: Sci-Fi
MAL-00385 | Devilman Crybaby Season 3 | Type: TV | Score: 8.85 | Genre: Slice of Life
MAL-00386 | Parasyte -the maxim- Season 3 | Type: Movie | Score: 8.86 | Genre: Romance
MAL-00387 | Inuyashiki Season 3 | Type: OVA | Score: 8.87 | Genre: Suspense
MAL-00388 | Elfen Lied Season 3 | Type: ONA | Score: 8.88 | Genre: Adventure
MAL-00389 | Deadman Wonderland Season 3 | Type: Special | Score: 8.89 | Genre: Sports
MAL-00390 | Mirai Nikki Season 3 | Type: TV | Score: 8.9 | Genre: Action
MAL-00391 | Another Season 3 | Type: Movie | Score: 8.91 | Genre: Comedy
MAL-00392 | Shiki Season 3 | Type: OVA | Score: 8.92 | Genre: Drama
MAL-00393 | Higurashi: When They Cry Season 3 | Type: ONA | Score: 8.93 | Genre: Fantasy
MAL-00394 | Summer Time Rendering Season 3 | Type: Special | Score: 8.94 | Genre: Sci-Fi
MAL-00395 | Ergo Proxy Season 3 | Type: TV | Score: 8.95 | Genre: Slice of Life
MAL-00396 | Texhnolyze Season 3 | Type: Movie | Score: 8.96 | Genre: Romance
MAL-00397 | Serial Experiments Lain Season 3 | Type: OVA | Score: 8.97 | Genre: Suspense
MAL-00398 | Darker than Black Season 3 | Type: ONA | Score: 8.98 | Genre: Adventure
MAL-00399 | Black Lagoon Season 3 | Type: Special | Score: 8.99 | Genre: Sports
MAL-00400 | Jormungand Season 3 | Type: TV | Score: 9.0 | Genre: Action
MAL-00401 | Hellsing Ultimate Season 3 | Type: Movie | Score: 9.01 | Genre: Comedy
MAL-00402 | Drifters Season 3 | Type: OVA | Score: 9.02 | Genre: Drama
MAL-00403 | Dororo Season 3 | Type: ONA | Score: 9.03 | Genre: Fantasy
MAL-00404 | Samurai Champloo Season 3 | Type: Special | Score: 9.04 | Genre: Sci-Fi
MAL-00405 | Rurouni Kenshin Season 3 | Type: TV | Score: 9.05 | Genre: Slice of Life
MAL-00406 | Gintama' Season 3 | Type: Movie | Score: 9.06 | Genre: Romance
MAL-00407 | Gintama° Season 3 | Type: OVA | Score: 9.07 | Genre: Suspense
MAL-00408 | Gintama: Enchousen Season 3 | Type: ONA | Score: 9.08 | Genre: Adventure
MAL-00409 | Gintama: The Final Season 3 | Type: Special | Score: 9.09 | Genre: Sports
MAL-00410 | Bleach Season 3 | Type: TV | Score: 9.1 | Genre: Action
MAL-00411 | Katekyo Hitman Reborn! Season 3 | Type: Movie | Score: 9.11 | Genre: Comedy
MAL-00412 | D.Gray-man Hallow Season 3 | Type: OVA | Score: 9.12 | Genre: Drama
MAL-00413 | Beelzebub Season 3 | Type: ONA | Score: 9.13 | Genre: Fantasy
MAL-00414 | Gourmet Girl Graffiti Season 3 | Type: Special | Score: 9.14 | Genre: Sci-Fi
MAL-00415 | Food Wars! Shokugeki no Soma Season 3 | Type: TV | Score: 9.15 | Genre: Slice of Life
MAL-00416 | Yakitate!! Japan Season 3 | Type: Movie | Score: 9.16 | Genre: Romance
MAL-00417 | Toriko Season 3 | Type: OVA | Score: 9.17 | Genre: Suspense
MAL-00418 | Golden Kamuy Season 3 | Type: ONA | Score: 9.18 | Genre: Adventure
MAL-00419 | Vinland Saga Season 2 Season 3 | Type: Special | Score: 9.19 | Genre: Sports
MAL-00420 | Kingdom Season 3 | Type: TV | Score: 9.2 | Genre: Action
MAL-00421 | The Kings Avatar Season 3 | Type: Movie | Score: 9.21 | Genre: Comedy
MAL-00422 | Soul Land Season 3 | Type: OVA | Score: 9.22 | Genre: Drama
MAL-00423 | Battle Through the Heavens Season 3 | Type: ONA | Score: 9.23 | Genre: Fantasy
MAL-00424 | A Will Eternal Season 3 | Type: Special | Score: 9.24 | Genre: Sci-Fi
MAL-00425 | Perfect World Season 3 | Type: TV | Score: 9.25 | Genre: Slice of Life
MAL-00426 | Stellar Transformations Season 3 | Type: Movie | Score: 9.26 | Genre: Romance
MAL-00427 | Martial Universe Season 3 | Type: OVA | Score: 9.27 | Genre: Suspense
MAL-00428 | Spare Me, Great Lord! Season 3 | Type: ONA | Score: 9.28 | Genre: Adventure
MAL-00429 | Versatile Mage Season 3 | Type: Special | Score: 9.29 | Genre: Sports
MAL-00430 | Fullmetal Alchemist: Brotherhood Season 4 | Type: TV | Score: 9.3 | Genre: Action
MAL-00431 | Frieren: Beyond Journey's End Season 4 | Type: Movie | Score: 9.31 | Genre: Comedy
MAL-00432 | Steins;Gate Season 4 | Type: OVA | Score: 9.32 | Genre: Drama
MAL-00433 | Attack on Titan Season 4 | Type: ONA | Score: 9.33 | Genre: Fantasy
MAL-00434 | Hunter x Hunter Season 4 | Type: Special | Score: 9.34 | Genre: Sci-Fi
MAL-00435 | Bleach: Thousand-Year Blood War Season 4 | Type: TV | Score: 9.35 | Genre: Slice of Life
MAL-00436 | Gintama Season 4 | Type: Movie | Score: 9.36 | Genre: Romance
MAL-00437 | One Piece Season 4 | Type: OVA | Score: 9.37 | Genre: Suspense
MAL-00438 | Naruto: Shippuden Season 4 | Type: ONA | Score: 9.38 | Genre: Adventure
MAL-00439 | Re:Zero - Starting Life in Another World Season 4 | Type: Special | Score: 9.39 | Genre: Sports
MAL-00440 | Jujutsu Kaisen Season 4 | Type: TV | Score: 9.4 | Genre: Action
MAL-00441 | Demon Slayer: Kimetsu no Yaiba Season 4 | Type: Movie | Score: 9.41 | Genre: Comedy
MAL-00442 | Chainsaw Man Season 4 | Type: OVA | Score: 9.42 | Genre: Drama
MAL-00443 | Cowboy Bebop Season 4 | Type: ONA | Score: 9.43 | Genre: Fantasy
MAL-00444 | Neon Genesis Evangelion Season 4 | Type: Special | Score: 9.44 | Genre: Sci-Fi
MAL-00445 | Code Geass: Lelouch of the Rebellion Season 4 | Type: TV | Score: 9.45 | Genre: Slice of Life
MAL-00446 | Death Note Season 4 | Type: Movie | Score: 9.46 | Genre: Romance
MAL-00447 | Monster Season 4 | Type: OVA | Score: 9.47 | Genre: Suspense
MAL-00448 | Hajime no Ippo Season 4 | Type: ONA | Score: 9.48 | Genre: Adventure
MAL-00449 | Vinland Saga Season 4 | Type: Special | Score: 9.49 | Genre: Sports
MAL-00450 | Mob Psycho 100 Season 4 | Type: TV | Score: 5.0 | Genre: Action
MAL-00451 | One Punch Man Season 4 | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-00452 | My Hero Academia Season 4 | Type: OVA | Score: 5.02 | Genre: Drama
MAL-00453 | Black Clover Season 4 | Type: ONA | Score: 5.03 | Genre: Fantasy
MAL-00454 | Sword Art Online Season 4 | Type: Special | Score: 5.04 | Genre: Sci-Fi
MAL-00455 | Tokyo Ghoul Season 4 | Type: TV | Score: 5.05 | Genre: Slice of Life
MAL-00456 | Your Name. Season 4 | Type: Movie | Score: 5.06 | Genre: Romance
MAL-00457 | Spirited Away Season 4 | Type: OVA | Score: 5.07 | Genre: Suspense
MAL-00458 | A Silent Voice Season 4 | Type: ONA | Score: 5.08 | Genre: Adventure
MAL-00459 | Princess Mononoke Season 4 | Type: Special | Score: 5.09 | Genre: Sports
MAL-00460 | Howl's Moving Castle Season 4 | Type: TV | Score: 5.1 | Genre: Action
MAL-00461 | Violet Evergarden Season 4 | Type: Movie | Score: 5.11 | Genre: Comedy
MAL-00462 | Kaguya-sama: Love is War Season 4 | Type: OVA | Score: 5.12 | Genre: Drama
MAL-00463 | Clannad: After Story Season 4 | Type: ONA | Score: 5.13 | Genre: Fantasy
MAL-00464 | Toradora! Season 4 | Type: Special | Score: 5.14 | Genre: Sci-Fi
MAL-00465 | Anohana: The Flower We Saw That Day Season 4 | Type: TV | Score: 5.15 | Genre: Slice of Life
MAL-00466 | Your Lie in April Season 4 | Type: Movie | Score: 5.16 | Genre: Romance
MAL-00467 | Haikyu!! Season 4 | Type: OVA | Score: 5.17 | Genre: Suspense
MAL-00468 | Kuroko's Basketball Season 4 | Type: ONA | Score: 5.18 | Genre: Adventure
MAL-00469 | Slam Dunk Season 4 | Type: Special | Score: 5.19 | Genre: Sports
MAL-00470 | Blue Lock Season 4 | Type: TV | Score: 5.2 | Genre: Action
MAL-00471 | Ao Ashi Season 4 | Type: Movie | Score: 5.21 | Genre: Comedy
MAL-00472 | Chihayafuru Season 4 | Type: OVA | Score: 5.22 | Genre: Drama
MAL-00473 | Legend of the Galactic Heroes Season 4 | Type: ONA | Score: 5.23 | Genre: Fantasy
MAL-00474 | Pluto Season 4 | Type: Special | Score: 5.24 | Genre: Sci-Fi
MAL-00475 | Monster Season 4 | Type: TV | Score: 5.25 | Genre: Slice of Life
MAL-00476 | Berserk Season 4 | Type: Movie | Score: 5.26 | Genre: Romance
MAL-00477 | Claymore Season 4 | Type: OVA | Score: 5.27 | Genre: Suspense
MAL-00478 | D.Gray-man Season 4 | Type: ONA | Score: 5.28 | Genre: Adventure
MAL-00479 | Soul Eater Season 4 | Type: Special | Score: 5.29 | Genre: Sports
MAL-00480 | Fairy Tail Season 4 | Type: TV | Score: 5.3 | Genre: Action
MAL-00481 | The Seven Deadly Sins Season 4 | Type: Movie | Score: 5.31 | Genre: Comedy
MAL-00482 | Overlord Season 4 | Type: OVA | Score: 5.32 | Genre: Drama
MAL-00483 | That Time I Got Reincarnated as a Slime Season 4 | Type: ONA | Score: 5.33 | Genre: Fantasy
MAL-00484 | Mushoku Tensei: Jobless Reincarnation Season 4 | Type: Special | Score: 5.34 | Genre: Sci-Fi
MAL-00485 | Reincarnated as a Sword Season 4 | Type: TV | Score: 5.35 | Genre: Slice of Life
MAL-00486 | The Eminence in Shadow Season 4 | Type: Movie | Score: 5.36 | Genre: Romance
MAL-00487 | Log Horizon Season 4 | Type: OVA | Score: 5.37 | Genre: Suspense
MAL-00488 | No Game No Life Season 4 | Type: ONA | Score: 5.38 | Genre: Adventure
MAL-00489 | Konosuba: God's Blessing on this Wonderful World! Season 4 | Type: Special | Score: 5.39 | Genre: Sports
MAL-00490 | Re:CREATORS Season 4 | Type: TV | Score: 5.4 | Genre: Action
MAL-00491 | Fate/Zero Season 4 | Type: Movie | Score: 5.41 | Genre: Comedy
MAL-00492 | Fate/stay night: Unlimited Blade Works Season 4 | Type: OVA | Score: 5.42 | Genre: Drama
MAL-00493 | Heaven's Feel Season 4 | Type: ONA | Score: 5.43 | Genre: Fantasy
MAL-00494 | Kara no Kyoukai Season 4 | Type: Special | Score: 5.44 | Genre: Sci-Fi
MAL-00495 | Psycho-Pass Season 4 | Type: TV | Score: 5.45 | Genre: Slice of Life
MAL-00496 | Ghost in the Shell: Stand Alone Complex Season 4 | Type: Movie | Score: 5.46 | Genre: Romance
MAL-00497 | Akira Season 4 | Type: OVA | Score: 5.47 | Genre: Suspense
MAL-00498 | Steins;Gate 0 Season 4 | Type: ONA | Score: 5.48 | Genre: Adventure
MAL-00499 | Erased Season 4 | Type: Special | Score: 5.49 | Genre: Sports
MAL-00500 | The Promised Neverland Season 4 | Type: TV | Score: 5.5 | Genre: Action
MAL-00501 | Made in Abyss Season 4 | Type: Movie | Score: 5.51 | Genre: Comedy
MAL-00502 | Land of the Lustrous Season 4 | Type: OVA | Score: 5.52 | Genre: Drama
MAL-00503 | Girls' Last Tour Season 4 | Type: ONA | Score: 5.53 | Genre: Fantasy
MAL-00504 | Nichijou - My Ordinary Life Season 4 | Type: Special | Score: 5.54 | Genre: Sci-Fi
MAL-00505 | Daily Lives of High School Boys Season 4 | Type: TV | Score: 5.55 | Genre: Slice of Life
MAL-00506 | Grand Blue Dreaming Season 4 | Type: Movie | Score: 5.56 | Genre: Romance
MAL-00507 | Gekkan Shoujo Nozaki-kun Season 4 | Type: OVA | Score: 5.57 | Genre: Suspense
MAL-00508 | K-On! Season 4 | Type: ONA | Score: 5.58 | Genre: Adventure
MAL-00509 | Bocchi the Rock! Season 4 | Type: Special | Score: 5.59 | Genre: Sports
MAL-00510 | Love Live! School Idol Project Season 4 | Type: TV | Score: 5.6 | Genre: Action
MAL-00511 | The Melancholy of Haruhi Suzumiya Season 4 | Type: Movie | Score: 5.61 | Genre: Comedy
MAL-00512 | Lucky Star Season 4 | Type: OVA | Score: 5.62 | Genre: Drama
MAL-00513 | Azumanga Daioh Season 4 | Type: ONA | Score: 5.63 | Genre: Fantasy
MAL-00514 | Tanaka-kun is Always Listless Season 4 | Type: Special | Score: 5.64 | Genre: Sci-Fi
MAL-00515 | School Babysitters Season 4 | Type: TV | Score: 5.65 | Genre: Slice of Life
MAL-00516 | Barakamon Season 4 | Type: Movie | Score: 5.66 | Genre: Romance
MAL-00517 | Silver Spoon Season 4 | Type: OVA | Score: 5.67 | Genre: Suspense
MAL-00518 | March Comes in Like a Lion Season 4 | Type: ONA | Score: 5.68 | Genre: Adventure
MAL-00519 | Honey and Clover Season 4 | Type: Special | Score: 5.69 | Genre: Sports
MAL-00520 | Natsume's Book of Friends Season 4 | Type: TV | Score: 5.7 | Genre: Action
MAL-00521 | Mushishi Season 4 | Type: Movie | Score: 5.71 | Genre: Comedy
MAL-00522 | Kino's Journey Season 4 | Type: OVA | Score: 5.72 | Genre: Drama
MAL-00523 | Spice and Wolf Season 4 | Type: ONA | Score: 5.73 | Genre: Fantasy
MAL-00524 | The Tatami Galaxy Season 4 | Type: Special | Score: 5.74 | Genre: Sci-Fi
MAL-00525 | Ping Pong the Animation Season 4 | Type: TV | Score: 5.75 | Genre: Slice of Life
MAL-00526 | Odd Taxi Season 4 | Type: Movie | Score: 5.76 | Genre: Romance
MAL-00527 | Cyberpunk: Edgerunners Season 4 | Type: OVA | Score: 5.77 | Genre: Suspense
MAL-00528 | Devilman Crybaby Season 4 | Type: ONA | Score: 5.78 | Genre: Adventure
MAL-00529 | Parasyte -the maxim- Season 4 | Type: Special | Score: 5.79 | Genre: Sports
MAL-00530 | Inuyashiki Season 4 | Type: TV | Score: 5.8 | Genre: Action
MAL-00531 | Elfen Lied Season 4 | Type: Movie | Score: 5.81 | Genre: Comedy
MAL-00532 | Deadman Wonderland Season 4 | Type: OVA | Score: 5.82 | Genre: Drama
MAL-00533 | Mirai Nikki Season 4 | Type: ONA | Score: 5.83 | Genre: Fantasy
MAL-00534 | Another Season 4 | Type: Special | Score: 5.84 | Genre: Sci-Fi
MAL-00535 | Shiki Season 4 | Type: TV | Score: 5.85 | Genre: Slice of Life
MAL-00536 | Higurashi: When They Cry Season 4 | Type: Movie | Score: 5.86 | Genre: Romance
MAL-00537 | Summer Time Rendering Season 4 | Type: OVA | Score: 5.87 | Genre: Suspense
MAL-00538 | Ergo Proxy Season 4 | Type: ONA | Score: 5.88 | Genre: Adventure
MAL-00539 | Texhnolyze Season 4 | Type: Special | Score: 5.89 | Genre: Sports
MAL-00540 | Serial Experiments Lain Season 4 | Type: TV | Score: 5.9 | Genre: Action
MAL-00541 | Darker than Black Season 4 | Type: Movie | Score: 5.91 | Genre: Comedy
MAL-00542 | Black Lagoon Season 4 | Type: OVA | Score: 5.92 | Genre: Drama
MAL-00543 | Jormungand Season 4 | Type: ONA | Score: 5.93 | Genre: Fantasy
MAL-00544 | Hellsing Ultimate Season 4 | Type: Special | Score: 5.94 | Genre: Sci-Fi
MAL-00545 | Drifters Season 4 | Type: TV | Score: 5.95 | Genre: Slice of Life
MAL-00546 | Dororo Season 4 | Type: Movie | Score: 5.96 | Genre: Romance
MAL-00547 | Samurai Champloo Season 4 | Type: OVA | Score: 5.97 | Genre: Suspense
MAL-00548 | Rurouni Kenshin Season 4 | Type: ONA | Score: 5.98 | Genre: Adventure
MAL-00549 | Gintama' Season 4 | Type: Special | Score: 5.99 | Genre: Sports
MAL-00550 | Gintama° Season 4 | Type: TV | Score: 6.0 | Genre: Action
MAL-00551 | Gintama: Enchousen Season 4 | Type: Movie | Score: 6.01 | Genre: Comedy
MAL-00552 | Gintama: The Final Season 4 | Type: OVA | Score: 6.02 | Genre: Drama
MAL-00553 | Bleach Season 4 | Type: ONA | Score: 6.03 | Genre: Fantasy
MAL-00554 | Katekyo Hitman Reborn! Season 4 | Type: Special | Score: 6.04 | Genre: Sci-Fi
MAL-00555 | D.Gray-man Hallow Season 4 | Type: TV | Score: 6.05 | Genre: Slice of Life
MAL-00556 | Beelzebub Season 4 | Type: Movie | Score: 6.06 | Genre: Romance
MAL-00557 | Gourmet Girl Graffiti Season 4 | Type: OVA | Score: 6.07 | Genre: Suspense
MAL-00558 | Food Wars! Shokugeki no Soma Season 4 | Type: ONA | Score: 6.08 | Genre: Adventure
MAL-00559 | Yakitate!! Japan Season 4 | Type: Special | Score: 6.09 | Genre: Sports
MAL-00560 | Toriko Season 4 | Type: TV | Score: 6.1 | Genre: Action
